Date,Lo-3Prior,7-Hi Prior,ValueLo30,ValueMed40,ValueHi30,SizeLo30,SizeMed40,SizeHi30,Mkt_RF,SMB,HML,RF,WML,Mkt,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR,Big_Small_Hi_Lo_Spread
2/28/1946,-0.05,-0.07,-0.059,-0.0511,-0.0735,-0.0703,-0.0695,-0.0546,-0.0583,-0.0073,-0.0127,0.0003,-0.0145,-0.058,-0.0585,-0.0735,-0.0705,-0.0531,-0.058,-0.0702,-0.01455
3/31/1946,0.06,0.08,0.0523,0.0693,0.0524,0.0383,0.08,0.0569,0.0587,0.0031,-0.0036,0.0003,0.0269,0.059,0.0445,0.0531,0.0642,0.0532,0.0605,0.0874,0.02695
4/30/1946,0.04,0.05,0.0379,0.0539,0.0318,0.0708,0.0568,0.0397,0.0423,0.0237,0.0045,0.0003,0.0303,0.0426,0.0234,0.0584,0.0722,0.0408,0.0404,0.0526,0.0303
5/31/1946,0.04,0.04,0.0335,0.0373,0.0626,0.0526,0.0611,0.0356,0.0393,0.0146,0.0109,0.0003,-0.0061,0.0396,0.0588,0.0743,0.0512,0.0371,0.0415,0.0324,-0.00615
6/30/1946,-0.03,-0.05,-0.0442,-0.0284,-0.0443,-0.054,-0.0565,-0.0353,-0.0389,-0.0153,-0.0059,0.0003,-0.0252,-0.0386,-0.0351,-0.0491,-0.0591,-0.0247,-0.0488,-0.0512,-0.02525
7/31/1946,-0.03,-0.03,-0.0285,-0.025,-0.0272,-0.0552,-0.0407,-0.0232,-0.0269,-0.0206,0.0004,0.0003,-0.001,-0.0266,-0.0473,-0.0482,-0.0447,-0.0227,-0.0262,-0.0274,-0.00105
8/31/1946,-0.07,-0.07,-0.0644,-0.0637,-0.0637,-0.0862,-0.0784,-0.061,-0.0644,-0.0178,0.006,0.0003,-0.0003,-0.0641,-0.0788,-0.0754,-0.0869,-0.0708,-0.056,-0.0633,-0.0003
9/30/1946,-0.11,-0.11,-0.1003,-0.0885,-0.123,-0.1541,-0.1319,-0.0937,-0.1017,-0.0441,-0.0196,0.0003,0.0074,-0.1014,-0.1632,-0.1351,-0.1412,-0.1043,-0.0872,-0.1115,0.0074
10/31/1946,-0.02,-0.01,-0.0252,-0.0171,0.005,-0.0174,-0.0147,-0.0147,-0.0144,0.0009,0.0344,0.0003,0.0097,-0.0141,-0.014,-0.0113,-0.0103,-0.0261,-0.0113,-0.0103,0.00975
11/30/1946,-0.01,0.00,-0.0029,0.0063,0.0001,-0.0063,0.0014,-0.0001,-0.0001,-0.004,0.0152,0.0003,0.002,0.0002,-0.0073,0.011,-0.0095,-0.0138,0.0104,-0.0076,0.002
12/31/1946,0.05,0.05,0.0532,0.0515,0.04,0.039,0.0574,0.0491,0.0496,0.0006,-0.0138,0.0003,-0.001,0.0499,0.0506,0.0411,0.0505,0.0515,0.049,0.0496,-0.001
1/31/1947,0.06,-0.01,0.023,-0.0028,0.0212,0.043,0.0186,0.0111,0.0125,0.0218,-0.0073,0.0003,-0.0644,0.0128,0.0632,0.0294,0.0271,0.0729,0.0199,-0.0198,-0.0644
2/28/1947,0.00,-0.01,0,-0.0128,-0.0148,0.0018,-0.0082,-0.0112,-0.0108,0.0068,0.0014,0.0003,-0.0049,-0.0105,-0.0058,-0.0046,0.0028,0.0014,-0.0074,-0.0171,-0.00495
3/31/1947,-0.05,-0.01,-0.0188,-0.012,-0.0164,-0.0413,-0.0255,-0.0139,-0.0167,-0.0161,0.0061,0.0003,0.0406,-0.0164,-0.054,-0.0289,-0.0142,-0.0453,-0.0177,-0.0039,0.0406
4/30/1947,-0.10,-0.04,-0.0535,-0.04,-0.0507,-0.087,-0.0794,-0.0415,-0.048,-0.0397,0.0085,0.0003,0.0505,-0.0477,-0.1163,-0.0808,-0.062,-0.0865,-0.0402,-0.0397,0.05055
5/31/1947,-0.05,-0.01,-0.0133,-0.0012,-0.0225,-0.0516,-0.0327,-0.0051,-0.0097,-0.0326,0.0034,0.0003,0.0333,-0.0094,-0.0634,-0.042,-0.0303,-0.0376,-0.0045,-0.004,0.03335
6/30/1947,0.06,0.05,0.0635,0.0462,0.0458,0.0536,0.055,0.0528,0.0529,-0.0031,-0.006,0.0003,-0.0185,0.0532,0.0558,0.0611,0.0284,0.0586,0.0621,0.049,-0.0185
7/31/1947,0.08,0.04,0.0358,0.0369,0.073,0.0783,0.062,0.0376,0.0414,0.0143,0.0282,0.0003,-0.0342,0.0417,0.0704,0.0582,0.0554,0.0838,0.0579,0.0303,-0.03425
8/31/1947,-0.04,-0.01,-0.0186,-0.0146,-0.0206,-0.0239,-0.0072,-0.0184,-0.0174,0.003,0.0016,0.0003,0.0338,-0.0171,-0.0282,-0.0109,0.0062,-0.047,-0.0194,-0.0138,0.0338
9/30/1947,0.01,-0.01,-0.0063,-0.0058,0.0021,0.014,0.0049,-0.0066,-0.0054,0.0164,0.0136,0.0006,-0.0002,-0.0048,0.0053,0.0119,0.0178,0.0044,-0.0023,-0.0085,-0.0002
10/31/1947,0.01,0.03,0.0228,0.0302,0.0299,0.0403,0.0332,0.0236,0.0247,0.0051,0.0008,0.0006,0.0134,0.0253,0.0316,0.0277,0.0441,0.0144,0.0233,0.0286,0.01335
11/30/1947,-0.05,-0.01,-0.0217,-0.0162,-0.019,-0.0356,-0.0272,-0.017,-0.0197,-0.0174,0.0106,0.0006,0.0423,-0.0191,-0.0601,-0.0301,-0.0145,-0.0462,-0.019,-0.0073,0.04225
12/31/1947,0.00,0.04,0.0195,0.0331,0.0604,0.0168,0.0223,0.0324,0.03,-0.0248,0.0369,0.0008,0.036,0.0308,-0.001,0.0131,0.039,0.009,0.0304,0.041,0.036
1/31/1948,-0.01,-0.05,-0.0443,-0.0393,-0.029,-0.0112,-0.0216,-0.0419,-0.0393,0.0249,0.0138,0.0007,-0.0429,-0.0386,0.0102,-0.0181,-0.0325,-0.0123,-0.0355,-0.0554,-0.0429
2/29/1948,-0.07,-0.04,-0.047,-0.0388,-0.0485,-0.0686,-0.0608,-0.04,-0.0438,-0.0171,0.0007,0.0007,0.0147,-0.0431,-0.0732,-0.056,-0.0678,-0.0615,-0.0421,-0.0375,0.0147
3/31/1948,0.11,0.09,0.0776,0.0776,0.1117,0.0973,0.0944,0.0794,0.0807,0.0013,0.0449,0.0009,-0.0019,0.0816,0.0902,0.0818,0.0953,0.1042,0.0657,0.0953,-0.0019
4/30/1948,0.01,0.06,0.0224,0.0426,0.0675,0.041,0.0426,0.0357,0.0365,-0.0166,0.041,0.0008,0.0406,0.0373,0.0193,0.0249,0.0498,0.0126,0.0212,0.0633,0.0406
5/31/1948,0.06,0.08,0.0854,0.0662,0.0779,0.0921,0.0851,0.0727,0.073,0.0093,-0.0123,0.0008,0.0238,0.0738,0.0899,0.0925,0.0984,0.0465,0.0758,0.0856,0.0238
6/30/1948,-0.02,0.01,-0.0071,0.0019,0.0151,-0.0059,-0.0155,0.0024,-0.001,-0.0186,0.0275,0.0009,0.0399,-0.0001,-0.0335,-0.0204,0.0232,-0.0097,0.002,0.0134,0.0399
7/31/1948,-0.04,-0.06,-0.0501,-0.053,-0.0449,-0.0568,-0.0519,-0.0496,-0.0509,-0.0032,0.0007,0.0008,-0.0158,-0.0501,-0.052,-0.047,-0.0605,-0.0348,-0.0549,-0.0579,-0.0158
8/31/1948,0.01,0.00,0.008,-0.0023,0.0047,-0.0104,0.0008,0.0042,0.0025,-0.011,0.0027,0.0009,0.0023,0.0034,-0.0158,-0.0026,-0.0006,0.0125,0.0029,0.0018,0.00225
9/30/1948,-0.04,-0.04,-0.0273,-0.0258,-0.0395,-0.045,-0.0427,-0.0268,-0.0297,-0.0123,-0.0179,0.0004,-0.0126,-0.0293,-0.045,-0.036,-0.0541,-0.0249,-0.0231,-0.041,-0.0126
10/31/1948,0.05,0.07,0.0634,0.0575,0.0616,0.0533,0.0515,0.0615,0.0596,-0.015,0.0056,0.0004,0.0279,0.06,0.0306,0.0489,0.0672,0.0532,0.0575,0.0723,0.02785
11/30/1948,-0.12,-0.10,-0.0839,-0.088,-0.1333,-0.1165,-0.1073,-0.0899,-0.093,-0.0062,-0.0414,0.0004,0.006,-0.0926,-0.1269,-0.0868,-0.1116,-0.1047,-0.0787,-0.1082,0.0059
12/31/1948,0.00,0.04,0.048,0.0256,0.0204,-0.0022,0.0175,0.0362,0.0326,-0.028,-0.0194,0.0004,0.0466,0.033,-0.0153,-0.0018,0.0373,0.006,0.0319,0.0465,0.04655
1/31/1949,0.03,-0.01,0.0059,-0.0087,0.0153,0.0276,0.0106,0.0017,0.0023,0.0181,0.0117,0.001,-0.0292,0.0033,0.0355,0.0166,0.0138,0.0252,0.0104,-0.0115,-0.0292
2/28/1949,-0.04,-0.03,-0.0258,-0.0282,-0.0423,-0.0489,-0.0375,-0.0268,-0.0293,-0.0189,-0.0091,0.0009,-0.0041,-0.0284,-0.0506,-0.0464,-0.0553,-0.0306,-0.0184,-0.0342,-0.00415
3/31/1949,0.06,0.05,0.043,0.0356,0.0542,0.0666,0.0602,0.0381,0.0404,0.0248,0.0134,0.001,-0.0087,0.0414,0.077,0.0532,0.0678,0.0511,0.0345,0.043,-0.00865
4/30/1949,-0.05,-0.01,-0.0206,-0.0084,-0.0271,-0.0271,-0.0354,-0.015,-0.0187,-0.0089,-0.0118,0.0009,0.0306,-0.0178,-0.0456,-0.0311,-0.0156,-0.044,-0.0182,-0.0128,0.0306
5/31/1949,-0.05,-0.02,-0.0193,-0.0313,-0.0529,-0.0581,-0.0354,-0.0268,-0.0294,-0.0077,-0.0242,0.001,0.0304,-0.0284,-0.0718,-0.0428,-0.0338,-0.043,-0.03,-0.0203,0.03035
6/30/1949,0.01,0.00,0.0103,0.0013,-0.0229,-0.013,-0.0123,0.0044,0.001,-0.0088,-0.0176,0.001,-0.0128,0.002,-0.0046,-0.0161,-0.0167,0.0171,0.0001,0.0037,-0.01275
7/31/1949,0.07,0.05,0.0528,0.0587,0.0659,0.0593,0.0669,0.0548,0.0554,0.0057,0.0038,0.0009,-0.0154,0.0563,0.0673,0.066,0.0606,0.0715,0.0627,0.0475,-0.01535
8/31/1949,0.02,0.03,0.0273,0.0285,0.0269,0.0221,0.0277,0.0271,0.026,0.0013,-0.0057,0.0009,0.017,0.0269,0.0134,0.0345,0.0414,0.0233,0.0254,0.0293,0.017
9/30/1949,0.06,0.03,0.0271,0.0367,0.0432,0.0436,0.0443,0.0298,0.0309,0.0105,0.0023,0.0009,-0.0142,0.0318,0.055,0.0341,0.0494,0.0551,0.0252,0.0324,-0.01415
10/31/1949,0.03,0.03,0.033,0.0309,0.0343,0.052,0.0313,0.0322,0.0314,0.0103,-0.0049,0.0009,0,0.0323,0.0436,0.0403,0.0361,0.0266,0.0309,0.0341,0
11/30/1949,0.01,0.03,0.0288,0.0026,0.012,-0.0029,0.0165,0.0201,0.0182,-0.0093,-0.0091,0.0008,0.0127,0.019,-0.003,0.012,0.0107,0.0178,0.0125,0.0294,0.01265
12/31/1949,0.08,0.06,0.0537,0.0402,0.0733,0.0812,0.0698,0.0489,0.0513,0.0207,0.0175,0.0009,-0.0078,0.0522,0.0877,0.0708,0.076,0.0654,0.0405,0.0614,-0.00785
1/31/1950,0.04,0.02,0.01,0.0221,0.0389,0.0526,0.0369,0.0142,0.017,0.0336,0.0014,0.0009,-0.0232,0.0179,0.0698,0.0406,0.0374,0.033,0.0099,0.0189,-0.02325
2/28/1950,0.00,0.02,0.0158,0.0151,0.0097,0.0261,0.0124,0.0155,0.0148,0.0004,-0.0081,0.0009,0.0136,0.0157,0.0204,0.004,0.0201,-0.0007,0.013,0.0269,0.01365
3/31/1950,0.00,0.01,0.0193,0.0074,0.0025,-0.0087,-0.002,0.0163,0.0126,-0.0141,-0.0277,0.001,0.0154,0.0136,-0.0214,-0.011,0.0057,0.0175,0.0102,0.0211,0.01535
4/30/1950,0.04,0.05,0.0438,0.0323,0.0573,0.0592,0.0509,0.0397,0.0394,0.0199,0.0134,0.0009,0.0033,0.0403,0.0715,0.0489,0.0434,0.0282,0.0307,0.0629,0.0033
5/31/1950,0.04,0.04,0.0457,0.0481,0.0392,0.0232,0.0324,0.0468,0.0431,-0.0212,0.0046,0.001,0.0038,0.0441,0.0267,0.0317,0.0292,0.0476,0.0394,0.0527,0.0038
6/30/1950,-0.05,-0.06,-0.0549,-0.0649,-0.0576,-0.0925,-0.0725,-0.0552,-0.0594,-0.0238,-0.0078,0.001,-0.0166,-0.0584,-0.0675,-0.0744,-0.092,-0.0513,-0.0583,-0.06,-0.0166
7/31/1950,0.03,0.01,-0.0337,0.0439,0.128,0.0783,0.0403,0.0096,0.0136,0.0051,0.1366,0.001,-0.0047,0.0146,0.0543,0.0665,0.0625,0.0125,0.027,-0.0051,-0.0047
8/31/1950,0.03,0.07,0.0606,0.0422,0.0305,0.0474,0.0499,0.0494,0.0485,0.0073,-0.0141,0.001,0.0321,0.0495,0.0529,0.0416,0.0724,0.0274,0.0415,0.072,0.03205
9/30/1950,0.05,0.05,0.0577,0.039,0.0464,0.0456,0.0601,0.0477,0.0481,0.0057,-0.0111,0.001,-0.0013,0.0491,0.058,0.0472,0.0541,0.0518,0.0442,0.0532,-0.00125
10/31/1950,-0.01,0.01,-0.0018,-0.0048,0.0166,-0.0054,-0.0049,0.0003,-0.0018,-0.0058,0.0144,0.0012,0.0142,-0.0006,-0.0078,0.0011,0.0043,-0.0087,-0.0017,0.0076,0.0142
11/30/1950,-0.01,0.03,0.0235,0.0331,0.0434,0.035,0.0342,0.0277,0.0276,-0.0084,0.0317,0.0011,0.0359,0.0287,0.0146,0.0245,0.0479,-0.0039,0.0452,0.0345,0.03585
12/31/1950,0.02,0.07,0.0339,0.0669,0.1094,0.1163,0.0793,0.0518,0.0554,0.0149,0.0723,0.0011,0.0497,0.0565,0.0621,0.0823,0.1178,0.0238,0.0635,0.0675,0.0497
1/31/1951,0.05,0.07,0.052,0.0552,0.0905,0.0874,0.0745,0.0553,0.057,0.0173,0.0372,0.0013,0.02,0.0583,0.0799,0.077,0.1003,0.0456,0.0551,0.0652,0.02
2/28/1951,0.03,0.00,0.0223,0.0183,-0.0133,0.0056,0.01,0.0165,0.0141,0.0009,-0.0283,0.001,-0.0158,0.0151,0.019,0.0123,0.0122,0.027,0.0188,0.0023,-0.01575
3/31/1951,-0.01,-0.03,-0.0073,-0.0273,-0.051,-0.0494,-0.0363,-0.0174,-0.0215,-0.0064,-0.0422,0.0011,-0.0295,-0.0204,-0.017,-0.0319,-0.0542,-0.0112,-0.0148,-0.033,-0.0295
4/30/1951,0.01,0.08,0.0437,0.0554,0.0671,0.041,0.0447,0.0511,0.0486,-0.0149,0.0328,0.0013,0.0602,0.0499,0.0156,0.0406,0.0566,0.0087,0.0554,0.0879,0.0601
5/31/1951,-0.01,-0.03,-0.0233,-0.0186,-0.035,-0.0348,-0.0214,-0.0223,-0.0234,-0.0001,-0.0133,0.0012,-0.0093,-0.0222,-0.0323,-0.0247,-0.0346,-0.0073,-0.029,-0.0236,-0.0093
6/30/1951,-0.01,-0.03,-0.0223,-0.0131,-0.0687,-0.066,-0.0521,-0.0204,-0.0262,-0.0195,-0.0396,0.0012,-0.0239,-0.025,-0.0372,-0.0506,-0.0753,-0.0124,-0.03,-0.0221,-0.0239
7/31/1951,0.04,0.11,0.0662,0.0714,0.0863,0.0564,0.0647,0.072,0.0694,-0.0192,0.0191,0.0013,0.0724,0.0707,0.0273,0.0484,0.0957,0.041,0.0621,0.1173,0.07235
8/31/1951,0.04,0.04,0.0418,0.0446,0.0509,0.0548,0.0445,0.0437,0.0427,0.0084,0.0025,0.0013,0.01,0.044,0.0501,0.0513,0.0653,0.0358,0.0498,0.0407,0.01005
9/30/1951,0.00,0.01,0.0066,0.0056,0.017,0.0322,0.0228,0.0056,0.007,0.0188,0.0064,0.0012,0.0056,0.0082,0.022,0.0254,0.0314,0.0003,0.0165,0.002,0.00555
10/31/1951,-0.02,-0.03,-0.0374,-0.0057,-0.0218,-0.0243,-0.0264,-0.0234,-0.0253,-0.0028,0.0024,0.0016,-0.0031,-0.0237,-0.0241,-0.0212,-0.0286,-0.0181,-0.0291,-0.0199,-0.00315
11/30/1951,0.01,0.01,0.0082,0.0055,0.0079,0.0007,0.0145,0.0058,0.0057,-0.0044,0.0026,0.0011,0.0063,0.0068,-0.0017,0.0048,0.0121,0.0068,0.0087,0.0055,0.00625
12/31/1951,0.02,0.04,0.0412,0.0361,0.0097,0.0035,0.0154,0.038,0.0333,-0.0206,-0.0193,0.0012,0.017,0.0345,0.0062,0.0069,0.013,0.0205,0.0335,0.0476,0.01695
1/31/1952,0.01,0.02,0.0052,0.024,0.0358,0.0166,0.0155,0.0163,0.0145,-0.0076,0.0182,0.0015,0.0137,0.016,0.0127,0.0178,0.0223,0.0157,0.0022,0.0334,0.01365
2/29/1952,-0.03,-0.03,-0.022,-0.0285,-0.0286,-0.0253,-0.0175,-0.0262,-0.0262,0.0067,-0.0022,0.0012,-0.0075,-0.025,-0.0183,-0.0138,-0.0301,-0.0304,-0.0167,-0.0335,-0.00745
3/31/1952,0.03,0.05,0.0426,0.0478,0.06,0.0244,0.0281,0.0488,0.0444,-0.0302,0.0221,0.0011,0.0165,0.0455,0.0203,0.0231,0.0308,0.038,0.0369,0.0605,0.0165
4/30/1952,-0.04,-0.06,-0.046,-0.0509,-0.0502,-0.0482,-0.0424,-0.0494,-0.0497,0.0038,0.0025,0.0012,-0.0204,-0.0485,-0.0429,-0.036,-0.0564,-0.0384,-0.0342,-0.0656,-0.02035
5/31/1952,0.03,0.03,0.0371,0.0279,0.0341,0.0176,0.0272,0.0344,0.032,-0.0106,0.002,0.0013,0.0049,0.0333,0.0146,0.0214,0.0271,0.038,0.0308,0.0352,0.00485
6/30/1952,0.03,0.05,0.0383,0.042,0.0431,0.0304,0.0325,0.0413,0.0383,-0.016,0.0118,0.0015,0.015,0.0398,0.0184,0.0326,0.0328,0.0298,0.039,0.0454,0.015
7/31/1952,0.02,0.01,0.0124,0.0072,0.0131,0.0111,0.009,0.0108,0.0091,-0.0035,-0.004,0.0015,-0.0052,0.0106,0.007,0.0122,0.0085,0.0187,0.0119,0.0069,-0.00515
8/31/1952,-0.01,0.00,-0.0073,-0.0041,-0.0076,0.0042,0.0024,-0.0076,-0.0076,0.0121,-0.0012,0.0015,0.0031,-0.0061,0.0023,0.0006,0.0079,-0.0086,-0.0047,-0.0081,0.00305
9/30/1952,-0.03,-0.01,-0.0174,-0.0182,-0.0242,-0.0137,-0.0153,-0.0193,-0.0203,0.0119,-0.0159,0.0016,0.0176,-0.0187,-0.0248,-0.0071,-0.0067,-0.0332,-0.0174,-0.0161,0.0176
10/31/1952,-0.02,0.00,-0.0084,0.0012,-0.0076,-0.0119,-0.0111,-0.0043,-0.0066,-0.011,-0.0046,0.0014,0.0275,-0.0052,-0.0294,-0.0167,0.006,-0.0189,-0.005,0.0008,0.02755
11/30/1952,0.07,0.06,0.0625,0.0532,0.0739,0.0515,0.0555,0.0613,0.0594,-0.0069,0.0088,0.001,0.0044,0.0604,0.0577,0.0563,0.0605,0.0617,0.0561,0.0677,0.0044
12/31/1952,0.02,0.04,0.0317,0.0283,0.0341,0.0218,0.0264,0.0317,0.0293,-0.0142,0,0.0016,0.0151,0.0309,0.0138,0.0214,0.027,0.0212,0.0274,0.0383,0.01515
1/31/1953,-0.01,0.00,-0.0078,0.0007,0.0194,0.0398,0.0219,-0.0059,-0.0034,0.0354,0.0128,0.0016,0.0072,-0.0018,0.0358,0.0365,0.0397,-0.0148,-0.0013,-0.0044,0.00715
2/28/1953,0.00,0.00,-0.0021,0.0009,-0.0038,0.0208,0.0107,-0.0035,-0.0027,0.0216,-0.0013,0.0014,0.0086,-0.0013,0.0137,0.0164,0.0276,-0.0041,-0.0036,-0.0008,0.0086
3/31/1953,-0.01,-0.02,-0.0103,-0.014,-0.0257,-0.017,-0.0097,-0.013,-0.0143,-0.0014,-0.0103,0.0018,0.0008,-0.0125,-0.0225,-0.0138,-0.0137,-0.0115,-0.0078,-0.0188,0.00075
4/30/1953,-0.05,-0.02,-0.0309,-0.0229,-0.0174,-0.0207,-0.0232,-0.0274,-0.0283,0.0027,0.0145,0.0016,0.0185,-0.0267,-0.0256,-0.0196,-0.0184,-0.0457,-0.0227,-0.0158,0.01855
5/31/1953,0.00,0.01,0.0093,0.0024,0.0121,0.0077,0.0063,0.0072,0.0052,-0.0003,0.0013,0.0017,0.0094,0.0069,-0.0025,0.0078,0.0127,0.0079,0.0037,0.0114,0.00935
6/30/1953,-0.02,-0.02,-0.0176,-0.0145,-0.0219,-0.0402,-0.0293,-0.015,-0.0189,-0.0185,-0.0047,0.0018,-0.0001,-0.0171,-0.0435,-0.0335,-0.0298,-0.0094,-0.0158,-0.0233,-0.0001
7/31/1953,0.03,0.02,0.0293,0.021,0.0173,0.0129,0.0166,0.0269,0.024,-0.0101,-0.0037,0.0015,-0.0031,0.0255,0.0141,0.0148,0.0127,0.0305,0.0232,0.0257,-0.0031
8/31/1953,-0.06,-0.04,-0.0399,-0.0393,-0.0785,-0.0598,-0.0485,-0.0425,-0.0452,0.0044,-0.0362,0.0017,0.0221,-0.0435,-0.0742,-0.0472,-0.0424,-0.0536,-0.0377,-0.0412,0.0221
9/30/1953,-0.02,0.01,0.008,0.0026,-0.019,-0.0227,-0.0078,0.0058,0.002,-0.0081,-0.0255,0.0016,0.0288,0.0036,-0.0295,-0.0111,-0.0034,-0.0102,0.0015,0.0213,0.0288
10/31/1953,0.04,0.04,0.0502,0.0431,0.0438,0.0276,0.0417,0.0484,0.046,-0.014,-0.0003,0.0013,0.0027,0.0473,0.0333,0.0355,0.0416,0.0479,0.0493,0.0451,0.00275
11/30/1953,0.01,0.04,0.0331,0.0228,0.0263,0.0204,0.0223,0.03,0.0283,-0.0123,-0.004,0.0008,0.0195,0.0291,0.0135,0.0103,0.0235,0.0136,0.0271,0.0427,0.01955
12/31/1953,-0.04,0.01,0.0054,0.0027,-0.025,-0.0254,-0.0118,0.0038,0.0003,-0.0072,-0.0296,0.0013,0.0519,0.0016,-0.0536,-0.0127,0.011,-0.027,0.004,0.0122,0.0519
1/31/1954,0.09,0.04,0.045,0.058,0.0811,0.0756,0.0651,0.0504,0.0513,0.0042,0.0353,0.0011,-0.0574,0.0524,0.0997,0.0712,0.0367,0.0915,0.0495,0.0397,-0.0574
2/28/1954,0.01,0.02,0.016,0.0219,0.0087,0.0098,0.0178,0.0173,0.0167,-0.0021,-0.0023,0.0007,0.0103,0.0174,0.0057,0.0106,0.0173,0.0126,0.0154,0.0215,0.01025
3/31/1954,0.03,0.05,0.0419,0.0349,0.0189,0.0287,0.0295,0.0386,0.0365,-0.0051,-0.0155,0.0008,0.022,0.0373,0.0196,0.0219,0.0411,0.0283,0.0266,0.0507,0.02195
4/30/1954,-0.02,0.06,0.0518,0.0346,0.0306,0.0064,0.0166,0.0482,0.0427,-0.0346,-0.005,0.0009,0.0498,0.0436,-0.0143,0.0202,0.0191,-0.0026,0.0376,0.0636,0.0498
5/31/1954,0.07,0.03,0.0291,0.0266,0.0645,0.0386,0.0423,0.0301,0.0309,0.0036,0.0253,0.0005,-0.0199,0.0314,0.0583,0.0343,0.0554,0.0564,0.0393,0.0196,-0.01985
6/30/1954,-0.02,0.01,0.018,-0.0011,0.0104,0.011,0.0152,0.0109,0.0107,0.004,-0.0005,0.0006,0.0352,0.0113,-0.0027,0.0188,0.026,-0.0235,0.0081,0.0182,0.0352
7/31/1954,0.05,0.05,0.0432,0.0524,0.0909,0.0888,0.0681,0.0476,0.0499,0.0105,0.0413,0.0005,0.0044,0.0504,0.0757,0.0697,0.0851,0.0415,0.0606,0.0408,0.00435
8/31/1954,-0.02,-0.03,-0.0296,-0.0084,-0.0417,0.002,-0.0133,-0.0247,-0.0234,0.0268,-0.0144,0.0005,-0.0064,-0.0229,-0.001,0,-0.0015,-0.0212,-0.0141,-0.0336,-0.00645
9/30/1954,0.06,0.07,0.0682,0.0643,0.0611,0.0403,0.0435,0.0682,0.0639,-0.0256,0.0068,0.0009,0.0154,0.0648,0.0388,0.0402,0.0469,0.0609,0.0521,0.0834,0.0153
10/31/1954,-0.02,-0.01,-0.0228,-0.0095,0.0012,-0.0039,-0.0047,-0.0177,-0.0167,0.0057,0.0071,0.0007,0.0096,-0.016,-0.0102,-0.005,-0.0008,-0.0154,-0.0255,-0.0056,0.0096
11/30/1954,0.08,0.11,0.0954,0.0825,0.1435,0.0846,0.0936,0.0948,0.0938,-0.0265,0.0418,0.0006,0.0193,0.0944,0.0964,0.0834,0.0911,0.065,0.0911,0.1089,0.0193
12/31/1954,0.07,0.06,0.0432,0.0615,0.1166,0.1082,0.0782,0.052,0.0548,0.0215,0.0574,0.0008,-0.0141,0.0556,0.1203,0.0937,0.0844,0.0504,0.05,0.0582,-0.01405
1/31/1955,0.00,0.02,0.0008,0.0082,0.0336,0.0216,0.0161,0.0051,0.006,0.0024,0.0222,0.0008,0.0136,0.0068,0.0073,0.0199,0.0212,0.0009,0.0021,0.0142,0.0136
2/28/1955,0.03,0.03,0.0305,0.0298,0.0367,0.0538,0.0451,0.0284,0.0302,0.0154,0.0061,0.0009,0.0109,0.0311,0.0344,0.0471,0.0546,0.0321,0.0251,0.0336,0.01085
3/31/1955,0.00,0.01,-0.0033,-0.0022,0.0197,-0.0013,0.0003,-0.0008,-0.0016,-0.0069,0.0201,0.001,0.0103,-0.0006,0.0013,-0.0028,0.0062,-0.0037,-0.0053,0.0119,0.01025
4/30/1955,0.02,0.03,0.0407,0.0194,0.0401,0.0251,0.0194,0.0344,0.0311,-0.0178,0.0074,0.001,0.0009,0.0321,0.015,0.0252,0.015,0.0231,0.0407,0.0248,0.00085
5/31/1955,0.00,0.02,0.0187,0.0021,0.0021,0.0049,0.0063,0.0119,0.0093,-0.0028,-0.0087,0.0014,0.0056,0.0107,0.0058,0.0058,0.0071,0.005,0.0144,0.0149,0.0056
6/30/1955,0.04,0.09,0.0642,0.0733,0.077,0.0381,0.0304,0.0728,0.0655,-0.0465,0.0186,0.001,0.0466,0.0665,0.0135,0.0335,0.042,0.0363,0.0745,0.101,0.0466
7/31/1955,0.01,0.02,0.0201,0.0225,0.0061,0.0162,0.0052,0.0219,0.019,-0.0136,0.0063,0.001,-0.0123,0.02,0.0063,0.0116,0.0028,0.0094,0.0459,-0.0116,-0.01225
8/31/1955,0.00,0.01,0.0059,-0.0006,0.0116,0.0022,0.0088,0.0033,0.0021,-0.0038,0.0059,0.0016,0.0179,0.0037,-0.006,0.0028,0.0129,-0.0042,0.0015,0.0126,0.01785
9/30/1955,-0.02,0.01,0.0018,-0.0035,-0.0184,-0.003,-0.0102,-0.0008,-0.0036,0.003,-0.0106,0.0016,0.0177,-0.002,-0.0027,-0.0128,0.0082,-0.011,-0.0146,0.0134,0.01765
10/31/1955,-0.02,-0.03,-0.0305,-0.0156,-0.028,-0.0136,-0.0147,-0.0261,-0.0268,0.015,-0.0003,0.0018,-0.005,-0.025,-0.0209,-0.0057,-0.0091,-0.0166,-0.0181,-0.0383,-0.00495
11/30/1955,0.05,0.08,0.0793,0.0573,0.0863,0.0419,0.06,0.074,0.0703,-0.0246,0.0051,0.0017,0.0267,0.072,0.0565,0.0482,0.0659,0.0438,0.0701,0.0879,0.02675
12/31/1955,0.03,0.01,0.0193,0.0187,-0.0068,0.0223,0.0225,0.0158,0.0149,0.0209,-0.0226,0.0018,-0.0133,0.0167,0.0382,0.0102,0.0318,0.0315,0.0141,0.0114,-0.01325
